id;state
2305;infected
3633;infected
3636;infected
3650;infected
4;infected
2313;infected
5;infected
6;infected
7;infected
2310;infected
8;infected
9;infected
3646;infected
3660;infected
2327;infected
2326;infected
2324;infected
3670;infected
2341;infected
2337;infected
1004;infected
2334;infected
3680;infected
3682;quarantine
2347;infected
2345;infected
3674;infected
3676;infected
3690;infected
3691;infected
3693;infected
2359;infected
3685;infected
3687;infected
6712;infected
6714;infected
6716;infected
1044;infected
2372;infected
2370;infected
2365;infected
3696;infected
3697;infected
3698;infected
6728;infected
6727;infected
6742;infected
6741;infected
1055;infected
1054;infected
1052;infected
1050;infected
2381;infected
2378;infected
6732;infected
6735;infected
6738;infected
6753;infected
1066;infected
2397;quarantine
1063;infected
1062;infected
2390;infected
1057;infected
2388;infected
1056;quarantine
5412;infected
6744;infected
5414;infected
5415;infected
5418;infected
5430;infected
5431;infected
4101;infected
1075;infected
1074;quarantine
5423;infected
5424;infected
5425;infected
6773;infected
5442;infected
6775;infected
5444;infected
1084;infected
5434;infected
5436;infected
4106;infected
6767;infected
4107;infected
4108;infected
4109;infected
4120;infected
6781;infected
4115;infected
5446;infected
5447;infected
6778;infected
6790;infected
4130;infected
5463;infected
5457;infected
4143;infected
4144;infected
5475;infected
200;infected
202;infected
5468;infected
4154;infected
5485;infected
4156;infected
4157;infected
211;infected
4161;infected
5492;infected
4162;infected
5495;infected
5496;infected
4166;infected
5491;infected
220;infected
224;infected
4158;infected
5489;infected
4159;infected
233;infected
234;infected
235;infected
236;infected
238;infected
7213;infected
7212;infected
7215;infected
240;infected
243;infected
244;infected
245;infected
247;infected
248;infected
7206;infected
7208;infected
1904;infected
7220;infected
4191;infected
253;infected
7236;infected
260;infected
262;infected
263;infected
264;infected
7242;infected
7247;infected
1932;infected
1930;infected
287;infected
1941;infected
1949;infected
1948;infected
1944;infected
291;infected
293;infected
295;infected
298;infected
1951;infected
1950;infected
1956;infected
7275;infected
1961;infected
1969;infected
1968;infected
1971;infected
1989;infected
1994;infected
3700;infected
3701;infected
9025;infected
3715;infected
3717;infected
3719;infected
3712;infected
3714;quarantine
3729;infected
3724;infected
3730;infected
3748;infected
3744;infected
3745;infected
3747;infected
3759;infected
3751;quarantine
3752;quarantine
2429;infected
3770;infected
3771;infected
1107;infected
1106;infected
1102;infected
3764;infected
1109;infected
3782;infected
2452;infected
1120;infected
1117;infected
1114;infected
1112;infected
1111;infected
2442;infected
6800;infected
3777;infected
6803;infected
3794;infected
2454;infected
1122;infected
1140;infected
2471;infected
1138;infected
1136;infected
3796;infected
3797;quarantine
6839;infected
1149;infected
1147;infected
2477;infected
2476;infected
1144;infected
5502;infected
5504;infected
6837;infected
5521;infected
1165;infected
2496;infected
2491;infected
2490;infected
1157;infected
