id;state
3633;infected
2308;infected
3636;infected
2307;infected
3650;infected
1;infected
2316;infected
3;infected
4;infected
2313;infected
6;infected
7;infected
2310;infected
8;infected
9;infected
3645;infected
3660;infected
3661;infected
2326;infected
3653;infected
3659;infected
3673;infected
1005;infected
2334;infected
2332;infected
3680;infected
3682;quarantine
1020;infected
1013;infected
2344;infected
3674;infected
3678;infected
6719;infected
6714;infected
1044;infected
2372;infected
1038;infected
6722;infected
3697;infected
3698;infected
6740;infected
1054;infected
1053;infected
2384;infected
1050;infected
6735;infected
5422;infected
2397;quarantine
1064;infected
1062;infected
1056;quarantine
2387;infected
6747;infected
4100;infected
1075;infected
1074;quarantine
1072;infected
5425;infected
1080;infected
5443;infected
4105;infected
4108;infected
4109;infected
6781;infected
6783;infected
4124;infected
5455;infected
4114;infected
5445;infected
5447;infected
5448;infected
6778;infected
6790;infected
4133;infected
5466;infected
4125;infected
5457;infected
4129;infected
5471;infected
4145;infected
202;infected
206;infected
5467;infected
5469;infected
4153;infected
4155;infected
5480;infected
210;infected
5479;infected
4161;infected
4162;infected
5496;infected
4166;infected
5497;infected
4167;infected
4168;infected
221;infected
4158;infected
234;infected
237;infected
7212;infected
240;infected
243;infected
248;infected
1905;infected
1904;infected
4197;infected
4198;infected
4191;infected
1910;infected
1918;infected
7217;infected
7218;infected
267;infected
1925;infected
7243;infected
270;infected
275;infected
1932;infected
277;infected
1930;infected
7255;infected
280;infected
286;infected
1941;infected
1949;infected
1944;infected
293;infected
295;infected
296;infected
298;infected
299;infected
1959;infected
1957;infected
1956;infected
7275;infected
1961;infected
1960;infected
1968;infected
7288;infected
1971;infected
1977;infected
1990;infected
1997;infected
3705;infected
3708;infected
9025;infected
3718;infected
3711;infected
3712;infected
3714;quarantine
3728;infected
3720;infected
3722;infected
3738;infected
3736;infected
3745;infected
3759;infected
2423;infected
3751;quarantine
3752;quarantine
3771;infected
1106;infected
1105;infected
1103;infected
3764;infected
3782;infected
1121;infected
2443;infected
2442;infected
6800;infected
3793;infected
3794;infected
1130;infected
2460;infected
2455;infected
2454;infected
1122;infected
6814;infected
1143;infected
1141;infected
1138;infected
3796;infected
3797;quarantine
1154;infected
6839;infected
1149;infected
1147;infected
1145;infected
5507;infected
2496;infected
2495;infected
2490;infected
2488;infected
5515;infected
5532;infected
1176;infected
1175;infected
1173;infected
5526;infected
1183;infected
1177;infected
4206;infected
5539;infected
5552;infected
5553;infected
1194;infected
1191;infected
5544;infected
4215;infected
4218;infected
5563;infected
302;quarantine
309;infected
5581;infected
5582;infected
5577;infected
4249;infected
5593;infected
5594;infected
4265;infected
5589;infected
4278;infected
337;infected
4286;infected
340;infected
341;infected
342;quarantine
344;infected
345;infected
346;quarantine
347;infected
350;infected
4291;infected
351;quarantine
4292;infected
352;infected
355;infected
11;infected
12;infected
18;infected
27;infected
28;infected
371;infected
6008;infected
30;infected
32;infected
34;infected
7358;infected
41;infected
6034;infected
7364;infected
7367;infected
6037;infected
7359;infected
50;infected
54;infected
55;infected
6047;infected
7370;infected
67;infected
6053;infected
70;infected
7395;infected
7398;infected
6080;infected
6083;infected
3806;infected
3808;infected
6095;infected
3811;infected
3825;infected
2501;infected
3830;quarantine
3848;infected
2513;infected
2518;infected
3845;infected
3858;infected
3859;infected
2521;infected
3852;infected
2528;infected
3856;infected
1203;infected
3861;infected
3862;infected
3864;infected
1209;infected
1208;infected
2539;infected
2538;infected
3880;infected
2550;infected
2548;infected
2547;infected
1214;infected
2545;infected
1212;infected
2543;infected
3875;infected
3876;infected
3877;quarantine
3878;quarantine
1218;quarantine
3890;infected
1231;infected
2562;infected
1230;quarantine
2555;infected
2554;infected
3885;quarantine
3886;infected
2569;infected
3894;infected
3896;infected
3898;infected
2584;infected
1252;infected
1251;infected
2581;infected
2578;infected
1264;infected
1262;infected
2590;infected
2586;infected
5613;infected
4300;infected
6955;infected
6954;infected
6957;infected
6959;infected
6972;infected
1280;infected
4309;infected
4301;infected
4302;infected
6963;infected
4308;infected
6969;infected
4320;infected
4312;infected
5643;infected
4314;infected
4315;infected
4317;quarantine
4319;infected
5673;infected
5674;infected
3012;infected
3007;infected
4334;infected
5665;infected
4336;infected
4350;infected
4354;infected
3024;infected
3020;infected
410;infected
3015;infected
415;infected
4348;infected
4362;infected
5693;infected
4364;infected
3035;infected
3034;infected
421;quarantine
4357;infected
3042;infected
3039;infected
3038;infected
4369;infected
4381;infected
4384;infected
4385;infected
4380;infected
441;infected
442;infected
448;infected
8735;infected
7407;infected
3066;infected
458;infected
3076;infected
460;infected
3073;infected
462;infected
465;infected
467;infected
469;quarantine
3069;infected
6111;infected
3084;infected
472;infected
6105;infected
3093;infected
7453;infected
8782;infected
7456;infected
3097;infected
481;infected
490;infected
492;infected
495;infected
498;infected
6143;infected
7479;infected
6147;infected
6140;infected
6156;infected
6159;infected
6151;infected
