id;state
2313;infected
2312;infected
8;infected
3652;infected
3670;infected
3673;infected
2333;infected
3681;infected
2347;infected
3676;infected
3690;infected
3694;infected
2359;infected
3687;infected
1044;infected
2372;infected
3697;infected
2397;infected
1059;infected
1056;infected
1075;infected
1074;infected
4111;infected
4113;infected
6782;infected
4120;infected
4140;infected
4144;infected
4150;infected
4161;infected
4167;infected
231;infected
4169;infected
1909;infected
4197;infected
253;infected
1910;infected
1918;infected
1925;infected
1923;infected
287;infected
1957;infected
1960;infected
1969;infected
3711;infected
3712;infected
3714;infected
3722;infected
9045;infected
3738;infected
3739;infected
3730;infected
3731;infected
3748;infected
3747;infected
3751;infected
2429;infected
1102;infected
3782;infected
1121;infected
2443;infected
3793;infected
1132;infected
1130;infected
1128;infected
3796;infected
3797;infected
1145;infected
1157;infected
1175;infected
1173;infected
5529;infected
1197;infected
1191;infected
5557;infected
304;infected
4276;infected
337;infected
4284;infected
4286;infected
340;infected
342;infected
4297;infected
16;infected
21;infected
373;infected
49;infected
73;infected
87;infected
6079;infected
3806;infected
3820;infected
3839;infected
3830;infected
3849;infected
3840;infected
3858;infected
3851;infected
3852;infected
3855;infected
3857;infected
1200;infected
3861;infected
3863;infected
2551;infected
3875;infected
3878;infected
1218;infected
1231;infected
1230;infected
2560;infected
1227;infected
3885;infected
1273;infected
6959;infected
4317;infected
4330;infected
4331;infected
4335;infected
4355;infected
3024;infected
415;infected
421;infected
4374;infected
4375;infected
4381;infected
3077;infected
3074;infected
469;infected
7447;infected
491;infected
492;infected
499;infected
7490;infected
3928;infected
3948;infected
3949;infected
3940;infected
3941;infected
3942;infected
3958;infected
3980;infected
3974;infected
3977;infected
1330;infected
3986;infected
3987;infected
3989;infected
3998;infected
5702;infected
2688;infected
1354;infected
1353;infected
5712;infected
1367;infected
5726;infected
5741;infected
1382;infected
5753;infected
5758;infected
5759;infected
5774;infected
3120;infected
517;infected
521;infected
3144;infected
532;infected
3137;infected
534;infected
3136;infected
535;infected
5798;infected
5799;infected
3156;infected
3177;infected
3179;infected
3199;infected
580;infected
582;infected
585;infected
2709;infected
2710;infected
2745;infected
2749;infected
1435;infected
2762;infected
2781;infected
2789;infected
2788;infected
2786;infected
5810;infected
1468;infected
1489;infected
5852;infected
3205;infected
608;infected
609;infected
628;infected
629;infected
630;infected
636;infected
655;infected
656;infected
3275;infected
662;infected
6354;infected
6361;infected
6383;infected
6386;infected
2807;infected
2806;infected
2812;infected
2816;infected
2848;infected
1525;infected
1524;infected
2850;infected
1529;infected
1528;infected
1526;infected
1538;infected
2868;infected
2878;infected
2874;infected
1561;infected
2891;infected
2890;infected
1555;infected
2885;infected
1551;infected
2882;infected
2897;infected
2896;infected
2895;infected
1590;infected
1587;infected
5954;infected
3304;infected
3320;infected
3316;infected
3322;infected
3364;infected
3361;infected
3374;infected
3370;infected
3368;infected
3387;infected
2051;infected
3382;infected
2050;infected
3379;infected
3390;infected
3395;infected
3394;infected
3393;infected
3392;infected
6414;infected
797;infected
3399;infected
6456;infected
2096;infected
6476;infected
6493;infected
2902;infected
2910;infected
2922;infected
1609;infected
1613;infected
1612;infected
2948;infected
2945;infected
8266;infected
1633;infected
2963;infected
2960;infected
1639;infected
2968;infected
1636;infected
2967;infected
2975;infected
2973;infected
1657;infected
2985;infected
2997;infected
2994;infected
2992;infected
1691;infected
1685;infected
3404;infected
3400;infected
3410;infected
813;infected
2106;infected
3453;infected
3447;infected
2114;infected
3462;infected
3461;infected
3472;infected
3469;infected
2166;infected
3494;infected
3493;infected
2157;infected
2176;infected
2170;infected
897;infected
2180;infected
2179;infected
7898;infected
1701;infected
1706;infected
1721;infected
1729;infected
1728;infected
1724;infected
7041;infected
7059;infected
1754;infected
1767;infected
1764;infected
1762;infected
1760;infected
1776;infected
1774;infected
1772;infected
1779;infected
1786;infected
1797;infected
3502;infected
3515;infected
3514;infected
3520;infected
2206;infected
3550;infected
2214;infected
3561;infected
3559;infected
951;infected
2223;infected
2241;infected
3566;infected
3564;infected
3580;infected
970;infected
2249;infected
3578;infected
2276;infected
2268;infected
2287;infected
4014;infected
4033;infected
4034;infected
4029;infected
4053;infected
111;infected
4063;infected
4069;infected
120;infected
4059;infected
4078;infected
133;infected
4089;infected
1800;infected
146;infected
4091;infected
156;infected
160;infected
166;infected
1821;infected
1825;infected
174;infected
177;infected
1836;infected
1842;infected
1840;infected
193;infected
199;infected
1854;infected
1852;infected
1856;infected
1863;infected
1885;infected
1892;infected
3626;infected
3621;infected
3627;infected
