id;state
2305;infected
2304;infected
2307;infected
2316;infected
3;infected
5;infected
2311;infected
7;infected
2310;infected
8;infected
3641;infected
9;infected
3644;infected
3645;infected
3660;infected
2328;infected
2326;infected
2322;infected
3658;infected
2337;infected
1005;infected
2335;infected
2334;infected
1001;infected
3682;quarantine
2352;infected
1018;infected
1016;infected
2347;infected
1013;infected
3690;infected
2361;infected
2359;infected
3687;infected
6730;infected
1042;infected
2372;infected
1038;infected
1035;infected
6722;infected
3697;infected
6723;infected
1055;infected
1053;infected
1050;infected
2378;infected
6737;infected
6739;infected
6750;infected
5421;infected
6753;infected
5422;infected
2397;quarantine
1064;infected
2390;infected
1057;infected
1056;quarantine
6743;infected
6747;infected
5433;infected
6763;infected
1074;quarantine
1072;infected
1070;infected
5423;infected
5424;infected
5425;infected
5428;infected
5440;infected
4111;infected
6775;infected
1081;infected
4105;infected
5436;infected
4108;infected
5439;infected
6782;infected
6784;infected
6783;infected
5454;infected
5445;infected
4116;infected
6778;infected
4119;infected
5463;infected
6788;infected
5471;infected
4141;infected
202;infected
5468;infected
4150;infected
4155;infected
4156;infected
210;infected
4147;infected
5479;infected
4161;infected
5495;infected
5497;infected
224;infected
4158;infected
4159;infected
230;infected
231;infected
235;infected
238;infected
239;infected
4183;infected
4188;infected
4189;infected
1908;infected
244;infected
246;infected
248;infected
7205;infected
1904;infected
1903;infected
4194;infected
7220;infected
4198;infected
4199;infected
4190;infected
4192;infected
252;infected
253;infected
1910;infected
260;infected
264;infected
269;infected
7246;infected
270;infected
273;infected
7240;infected
1930;infected
280;infected
286;infected
287;infected
1948;infected
290;infected
291;infected
293;infected
295;infected
1953;infected
1960;infected
1968;infected
7287;infected
1990;infected
1987;infected
1980;infected
1994;infected
3715;infected
3718;infected
3711;infected
3712;infected
3714;quarantine
3722;infected
9045;infected
9044;infected
2404;infected
3738;infected
2401;infected
2400;infected
3731;infected
3747;infected
2430;infected
3759;infected
2422;infected
3751;quarantine
3752;quarantine
2429;infected
3771;infected
2440;infected
1102;infected
3764;infected
1120;infected
1112;infected
2443;infected
2442;infected
3790;infected
3793;infected
3794;infected
