id;state
3633;infected
2307;infected
2;infected
3;infected
4;infected
2313;infected
5;infected
2312;infected
7;infected
8;infected
3644;infected
3660;infected
3661;infected
2328;infected
3652;infected
3659;infected
3670;infected
3671;infected
3673;infected
2337;infected
1004;infected
2335;infected
2333;infected
3682;quarantine
1020;infected
2347;infected
1013;infected
3678;infected
3690;infected
3693;infected
1033;infected
1031;infected
3685;infected
3687;infected
3689;infected
6731;infected
6730;infected
1044;infected
2372;infected
1038;infected
1036;infected
3696;infected
3697;infected
6721;infected
6723;infected
5410;infected
5411;infected
1054;infected
2384;infected
1052;infected
2381;infected
2378;infected
6735;infected
5404;infected
5422;infected
2397;quarantine
1062;infected
1059;infected
1056;quarantine
5412;infected
6748;infected
5417;infected
6749;infected
6760;infected
5430;infected
1075;infected
1074;quarantine
1072;infected
5423;infected
5424;infected
5425;infected
5428;infected
6758;infected
6771;infected
4110;infected
4111;infected
5442;infected
4112;infected
5443;infected
6775;infected
5444;infected
1084;infected
5435;infected
5438;infected
4108;infected
5439;infected
4109;infected
5454;infected
1097;infected
6777;infected
4115;infected
4118;infected
4119;infected
4130;infected
5461;infected
4131;infected
5465;infected
4127;infected
4141;infected
5472;infected
4142;infected
5475;infected
4145;infected
202;infected
5468;infected
5469;infected
4150;infected
4157;infected
210;infected
216;infected
4147;infected
4148;infected
4149;infected
5492;infected
4160;infected
220;infected
224;infected
5489;infected
4159;infected
7202;infected
231;infected
238;infected
243;infected
247;infected
1905;infected
7208;infected
1903;infected
7220;infected
4191;infected
253;infected
1910;infected
270;infected
276;infected
7255;infected
286;infected
1943;infected
1941;infected
290;infected
296;infected
1953;infected
1950;infected
1957;infected
1965;infected
1961;infected
1960;infected
1969;infected
1968;infected
1978;infected
1987;infected
1981;infected
1997;infected
1994;infected
1992;infected
1991;infected
3704;infected
9025;infected
3717;infected
3714;quarantine
3728;infected
3722;infected
9043;infected
3730;infected
3731;infected
3736;infected
3748;infected
3744;infected
3745;infected
3747;infected
3751;quarantine
3752;quarantine
3770;infected
3771;infected
1107;infected
1106;infected
1105;infected
1104;infected
2433;infected
2439;infected
2452;infected
1113;infected
1112;infected
2443;infected
6800;infected
3777;infected
1130;infected
2461;infected
1128;infected
2455;infected
1122;infected
1140;infected
2470;infected
1136;infected
3796;infected
3797;quarantine
6825;infected
1154;infected
1153;infected
1147;infected
5501;infected
5507;infected
6837;infected
5521;infected
2496;infected
2495;infected
2491;infected
2487;infected
5511;infected
5514;infected
4200;infected
5531;infected
1175;infected
1169;infected
1183;infected
4206;infected
5538;infected
4209;infected
1197;infected
1193;infected
1191;infected
