id;state
3636;infected
3650;infected
1;infected
2316;infected
2;infected
4;infected
2313;infected
5;infected
2312;infected
6;infected
7;infected
8;infected
3641;infected
3644;infected
3660;infected
2324;infected
2322;infected
3659;infected
3670;infected
3671;infected
3673;infected
2341;infected
2337;infected
2334;infected
1001;infected
3682;quarantine
2345;infected
2344;infected
3676;infected
3690;infected
6719;infected
2359;infected
2356;infected
3685;infected
3687;infected
6713;infected
6717;infected
1044;infected
2370;infected
1038;infected
2365;infected
3696;infected
3698;infected
6727;infected
5410;infected
5411;infected
1054;infected
2384;infected
2381;infected
5409;infected
2378;infected
5404;infected
6753;infected
1066;infected
2397;quarantine
1057;infected
1056;quarantine
2387;infected
5414;infected
5415;infected
5417;infected
4101;infected
5433;infected
1074;quarantine
1072;infected
1070;infected
6758;infected
4110;infected
4112;infected
5443;infected
4113;infected
5444;infected
4103;infected
5434;infected
4105;infected
5436;infected
4120;infected
6781;infected
5455;infected
4118;infected
4119;infected
4130;infected
4132;infected
5464;infected
4134;infected
5465;infected
4126;infected
5457;infected
4127;infected
4129;infected
5471;infected
5472;infected
5473;infected
4143;infected
5475;infected
202;infected
5469;infected
4150;infected
4155;infected
4156;infected
5488;infected
5480;infected
5479;infected
4149;infected
4162;infected
4166;infected
221;infected
234;infected
235;infected
237;infected
239;infected
4188;infected
7212;infected
1908;infected
240;infected
243;infected
244;infected
1905;infected
7208;infected
7207;infected
7209;infected
7220;infected
4198;infected
4190;infected
253;infected
264;infected
7243;infected
270;infected
273;infected
7238;infected
286;infected
291;infected
295;infected
1959;infected
1958;infected
1957;infected
1965;infected
1961;infected
1969;infected
7288;infected
7287;infected
1975;infected
1971;infected
1970;infected
1987;infected
1984;infected
1989;infected
1995;infected
3704;infected
3712;infected
3714;quarantine
3722;infected
9043;infected
9044;infected
3738;infected
3748;infected
3749;infected
3744;infected
3747;infected
2430;infected
2425;infected
3751;quarantine
3752;quarantine
2429;infected
1110;infected
1106;infected
1102;infected
2433;infected
1109;infected
3782;infected
1121;infected
2452;infected
1117;infected
1111;infected
3775;infected
3777;infected
6803;infected
3793;infected
2461;infected
2456;infected
2454;infected
3784;infected
3796;infected
3797;quarantine
1154;infected
1149;infected
1147;infected
1145;infected
2476;infected
5503;infected
5506;infected
6837;infected
5520;infected
5521;infected
1165;infected
2496;infected
2491;infected
2490;infected
1157;infected
2487;infected
5511;infected
5514;infected
5515;infected
1176;infected
1173;infected
2497;infected
5527;infected
5529;infected
1186;infected
4206;infected
5538;infected
1197;infected
1196;infected
1191;infected
4214;infected
4215;infected
4216;infected
5547;infected
4218;infected
5557;infected
4242;infected
302;quarantine
5566;infected
5567;infected
5580;infected
5581;infected
5586;infected
4247;infected
5593;infected
4264;infected
5596;infected
5597;infected
4274;infected
337;infected
4285;infected
4287;infected
340;infected
342;quarantine
346;quarantine
348;infected
4279;infected
351;quarantine
353;infected
16;infected
362;infected
364;infected
21;infected
24;infected
6011;infected
27;infected
373;infected
33;infected
40;infected
45;infected
7364;infected
49;infected
7359;infected
56;infected
7376;infected
58;infected
7375;infected
6040;infected
6056;infected
69;infected
6051;infected
72;infected
78;infected
7395;infected
6067;infected
6069;infected
87;infected
6079;infected
94;infected
6086;infected
6089;infected
6080;infected
6085;infected
3808;infected
6090;infected
3817;infected
3819;infected
3811;infected
9135;infected
3825;infected
3826;infected
3829;infected
3820;infected
3830;quarantine
3848;infected
2513;infected
3849;infected
2517;infected
3846;infected
2526;infected
2525;infected
3859;infected
3852;infected
1206;infected
2537;infected
1202;infected
2533;infected
1200;infected
2531;infected
3862;infected
3864;infected
1209;infected
1208;infected
1220;infected
2551;infected
9181;infected
2548;infected
1214;infected
1212;infected
2541;infected
3873;infected
3877;quarantine
3878;quarantine
1218;quarantine
2562;infected
1230;quarantine
2560;infected
2559;infected
1226;infected
6919;infected
1225;infected
2556;infected
1222;infected
3885;quarantine
1229;infected
1242;infected
2572;infected
2564;infected
3898;infected
6924;infected
1253;infected
1252;infected
1251;infected
2581;infected
2578;infected
1246;infected
2577;infected
2576;infected
2575;infected
1243;infected
2591;infected
2590;infected
5612;infected
5613;infected
6946;infected
6960;infected
5630;infected
6962;infected
4300;infected
1273;infected
2597;infected
2596;infected
6955;infected
6957;infected
6959;infected
5641;infected
1280;infected
4301;infected
4302;infected
4306;infected
4308;infected
5652;infected
4312;infected
4317;quarantine
4331;infected
6992;infected
3002;infected
4327;infected
6989;infected
5672;infected
3010;infected
3008;infected
3007;infected
4334;infected
5665;infected
4350;infected
4352;infected
3024;infected
3020;infected
410;infected
4345;infected
4348;infected
5691;infected
5693;infected
3035;infected
421;quarantine
