id;state
2305;infected
2307;infected
1;infected
4;infected
2313;infected
2310;infected
8;infected
3645;infected
3661;infected
2330;infected
2326;infected
2324;infected
3652;infected
2341;infected
2337;infected
2334;infected
2333;infected
1001;infected
2332;infected
3664;infected
3681;infected
3682;quarantine
1018;infected
2347;infected
2345;infected
2344;infected
3674;infected
3678;infected
3690;infected
3693;infected
1031;infected
2359;infected
1026;infected
3685;infected
3689;infected
6730;infected
1043;infected
2372;infected
1037;infected
3696;infected
3698;infected
6742;infected
1055;infected
1054;infected
1051;infected
1050;infected
2378;infected
6732;infected
5420;infected
5421;infected
6752;infected
1066;infected
2397;quarantine
1063;infected
2390;infected
1059;infected
1058;infected
1057;infected
1056;quarantine
2387;infected
5412;infected
6743;infected
5417;infected
6747;infected
6749;infected
5431;infected
5432;infected
5433;infected
1074;quarantine
1072;infected
1070;infected
5424;infected
5425;infected
1080;infected
6770;infected
4111;infected
4112;infected
5443;infected
6775;infected
4103;infected
5437;infected
4109;infected
6782;infected
6781;infected
5454;infected
1094;infected
6776;infected
4130;infected
4131;infected
5463;infected
6795;infected
4125;infected
6788;infected
5470;infected
4140;infected
4143;infected
4144;infected
4145;infected
4154;infected
4156;infected
5487;infected
210;infected
216;infected
4149;infected
4161;infected
4166;infected
4167;infected
220;infected
221;infected
224;infected
7201;infected
239;infected
1909;infected
4189;infected
240;infected
243;infected
248;infected
249;infected
1905;infected
4196;infected
4199;infected
4190;infected
4192;infected
1910;infected
1918;infected
7216;infected
7237;infected
262;infected
264;infected
1923;infected
7247;infected
270;infected
280;infected
1943;infected
1946;infected
1944;infected
7266;infected
295;infected
298;infected
1951;infected
1965;infected
1961;infected
1960;infected
1969;infected
1968;infected
7287;infected
1972;infected
1979;infected
1984;infected
1997;infected
1995;infected
1993;infected
1992;infected
9026;infected
3717;infected
3714;quarantine
3729;infected
3720;infected
9045;infected
9043;infected
9044;infected
3738;infected
2401;infected
3731;infected
3734;infected
3748;infected
3749;infected
3751;quarantine
3752;quarantine
2440;infected
1107;infected
1103;infected
2433;infected
2452;infected
1113;infected
1112;infected
2443;infected
2442;infected
6800;infected
6803;infected
1119;infected
3793;infected
1130;infected
1127;infected
1122;infected
1140;infected
2471;infected
3796;infected
3797;quarantine
5510;infected
1154;infected
5508;infected
1149;infected
1145;infected
6837;infected
5520;infected
2490;infected
1157;infected
5512;infected
1176;infected
5523;infected
5524;infected
5529;infected
1177;infected
4206;infected
1190;infected
5554;infected
1197;infected
1196;infected
4216;infected
4218;infected
5562;infected
5564;infected
5555;infected
5557;infected
5572;infected
5575;infected
302;quarantine
4235;infected
5580;infected
4252;infected
5583;infected
5587;infected
4247;infected
4249;infected
4265;infected
8630;infected
4274;infected
4276;infected
339;infected
8628;infected
4285;infected
7313;infected
342;quarantine
345;infected
346;quarantine
347;infected
348;infected
4279;infected
351;quarantine
4292;infected
353;infected
355;infected
10;infected
11;infected
12;infected
15;infected
16;infected
18;infected
24;infected
27;infected
6016;infected
371;infected
6007;infected
34;infected
6034;infected
7364;infected
55;infected
6047;infected
6040;infected
65;infected
6055;infected
7383;infected
70;infected
72;infected
73;infected
79;infected
7398;infected
6066;infected
6069;infected
7399;infected
80;infected
85;infected
9107;infected
6088;infected
6090;infected
6092;infected
6094;infected
6095;infected
3819;infected
3811;infected
3825;infected
3826;infected
3820;infected
3839;infected
3830;quarantine
2509;infected
3832;infected
3848;infected
2513;infected
3849;infected
3854;infected
1202;infected
3862;infected
3864;infected
1209;infected
3867;infected
2538;infected
3880;infected
2550;infected
1216;infected
2547;infected
1214;infected
1212;infected
3877;quarantine
3878;quarantine
1218;quarantine
1230;quarantine
2560;infected
2559;infected
1226;infected
1223;infected
1222;infected
3885;quarantine
1242;infected
2572;infected
2570;infected
1236;infected
2566;infected
2564;infected
6926;infected
1252;infected
1264;infected
2587;infected
6943;infected
5630;infected
1274;infected
1270;infected
1268;infected
2599;infected
2597;infected
6954;infected
5641;infected
1285;infected
1280;infected
4309;infected
1279;infected
4302;infected
5633;infected
4304;infected
4308;infected
1289;infected
4315;infected
4317;quarantine
4319;infected
4331;infected
3000;infected
4325;infected
5659;infected
6989;infected
5673;infected
5674;infected
3012;infected
3008;infected
5665;infected
5680;infected
3024;infected
3017;infected
413;infected
3015;infected
4345;infected
4348;infected
5691;infected
4364;infected
4365;infected
3034;infected
421;quarantine
5687;infected
4374;infected
4377;infected
3043;infected
3039;infected
4381;infected
4385;infected
3050;infected
4380;infected
442;infected
3066;infected
3061;infected
458;infected
4389;infected
6103;infected
3076;infected
3074;infected
3072;infected
465;infected
467;infected
468;infected
469;quarantine
3069;infected
3080;infected
6111;infected
3089;infected
3084;infected
478;infected
3093;infected
8781;infected
6121;infected
7456;infected
3098;infected
3094;infected
488;infected
7447;infected
6132;infected
6137;infected
491;infected
494;infected
495;infected
498;infected
499;infected
6142;infected
7479;infected
6147;infected
6139;infected
6149;infected
7490;infected
6173;infected
6186;infected
6187;infected
6183;infected
3908;infected
3901;infected
6193;infected
6192;infected
6194;infected
3914;infected
3916;infected
3919;infected
3924;infected
3927;infected
3929;infected
3920;infected
2603;infected
2602;infected
3930;quarantine
2607;infected
3931;infected
3933;infected
3946;infected
2613;infected
2612;infected
3948;infected
3949;infected
3940;infected
2619;infected
2618;infected
3942;infected
3943;infected
2616;infected
3945;infected
2623;infected
3959;infected
3950;infected
3953;infected
2628;infected
3956;infected
9272;infected
2635;infected
3964;infected
2638;infected
2637;infected
3967;infected
2650;infected
3972;infected
3973;infected
3974;infected
3975;infected
3976;infected
2649;infected
3977;infected
1320;infected
2651;infected
