id;state
2305;infected
3630;infected
2308;infected
3636;infected
2307;infected
2313;infected
5;infected
2312;infected
2310;infected
3641;infected
9;infected
3644;infected
3645;infected
3646;infected
3660;infected
3661;infected
2330;infected
2327;infected
2326;infected
2324;infected
2322;infected
3652;infected
3653;infected
3658;infected
3659;infected
3670;infected
3671;infected
3673;infected
2341;infected
2340;infected
2337;infected
1005;infected
2336;infected
2334;infected
2333;infected
2332;infected
3665;infected
3680;infected
3681;infected
3682;infected
2352;infected
1020;infected
1018;infected
1016;infected
2347;infected
2345;infected
1013;infected
2344;infected
3676;infected
3678;infected
3690;infected
3691;infected
3694;infected
2359;infected
1026;infected
3685;infected
3687;infected
3689;infected
6730;infected
1044;infected
1042;infected
2372;infected
2370;infected
1038;infected
1037;infected
3696;infected
3697;infected
3698;infected
6741;infected
1055;infected
1054;infected
1053;infected
2384;infected
1052;infected
1051;infected
1050;infected
2378;infected
6734;infected
6750;infected
6753;infected
1066;infected
2397;infected
1064;infected
1063;infected
2390;infected
1059;infected
1057;infected
2388;infected
1056;infected
2387;infected
6747;infected
6760;infected
4100;infected
4101;infected
1075;infected
1074;infected
1072;infected
1070;infected
6757;infected
1080;infected
4111;infected
4112;infected
4113;infected
1084;infected
1082;infected
1081;infected
1079;infected
1078;infected
4103;infected
4105;infected
4108;infected
6782;infected
4120;infected
5454;infected
4124;infected
1097;infected
1094;infected
4115;infected
6776;infected
4116;infected
4117;infected
6778;infected
4118;infected
4119;infected
4130;infected
4127;infected
4129;infected
4144;infected
5475;infected
202;infected
209;infected
4150;infected
4153;infected
4154;infected
4157;infected
210;infected
4149;infected
4161;infected
4162;infected
4166;infected
4167;infected
4168;infected
220;infected
221;infected
4158;infected
230;infected
231;infected
1909;infected
245;infected
246;infected
248;infected
1905;infected
1904;infected
1903;infected
4197;infected
4198;infected
4191;infected
253;infected
1910;infected
1918;infected
260;infected
263;infected
269;infected
1926;infected
1925;infected
1923;infected
270;infected
273;infected
1932;infected
1930;infected
1934;infected
280;infected
286;infected
1943;infected
287;infected
1941;infected
1949;infected
1948;infected
1944;infected
293;infected
295;infected
296;infected
298;infected
1953;infected
1951;infected
1957;infected
1956;infected
1960;infected
1969;infected
7287;infected
1997;infected
3704;infected
3700;infected
3715;infected
3717;infected
3718;infected
3719;infected
3711;infected
3712;infected
3713;infected
3714;infected
3728;infected
3729;infected
3720;infected
3722;infected
3724;infected
9045;infected
9043;infected
9044;infected
3738;infected
3739;infected
3730;infected
3731;infected
3732;infected
3734;infected
3736;infected
3748;infected
3744;infected
3745;infected
3747;infected
2430;infected
3759;infected
3751;infected
3752;infected
3754;infected
3770;infected
3771;infected
2440;infected
1107;infected
1106;infected
1103;infected
1102;infected
3782;infected
1121;infected
2452;infected
1120;infected
1112;infected
2443;infected
2442;infected
3774;infected
3775;infected
3777;infected
3790;infected
3793;infected
1132;infected
1130;infected
2461;infected
2460;infected
1128;infected
2456;infected
2455;infected
6814;infected
1143;infected
2474;infected
1140;infected
2471;infected
2469;infected
2467;infected
3797;infected
1154;infected
1149;infected
2477;infected
1145;infected
2476;infected
6838;infected
6837;infected
1165;infected
2496;infected
2495;infected
2491;infected
2490;infected
1157;infected
2488;infected
2487;infected
5514;infected
1175;infected
1173;infected
2497;infected
1187;infected
1180;infected
1177;infected
4209;infected
1190;infected
6881;infected
6880;infected
6883;infected
5552;infected
1198;infected
1197;infected
1196;infected
1194;infected
1193;infected
1191;infected
4214;infected
4216;infected
4217;infected
5562;infected
5563;infected
5556;infected
5557;infected
5575;infected
