0,1.0,0.0,0.0
1,0.9996952148735142,3.0478512648582747E-4,0.0
2,0.9972569338616275,9.143553794574825E-4,0.001828710758914965
3,0.9250228588844864,0.03200243828101189,0.04297470283450168
4,0.6734756097560975,0.15,0.17652439024390243
5,0.42378048780487804,0.1975609756097561,0.37865853658536586
6,0.3576219512195122,0.13871951219512196,0.5036585365853659
7,0.33628048780487807,0.07957317073170732,0.5841463414634146
8,0.3277439024390244,0.04451219512195122,0.6277439024390243
9,0.32408536585365855,0.023170731707317073,0.6527439024390244
10,0.32195121951219513,0.013414634146341463,0.6646341463414634
11,0.3198170731707317,0.008841463414634146,0.6713414634146342
12,0.3195121951219512,0.00426829268292683,0.676219512195122
13,0.3195121951219512,0.001524390243902439,0.6789634146341463
14,0.3195121951219512,6.097560975609756E-4,0.6798780487804879
15,0.31920731707317074,6.097560975609756E-4,0.6801829268292683
16,0.31890243902439025,3.048780487804878E-4,0.6807926829268293
17,0.31890243902439025,3.048780487804878E-4,0.6807926829268293
18,0.31890243902439025,0.0,0.6810975609756098
